Year,Team,MeasureName,MeasureType,MeasureValue
2017,Sunrisers Hyderabad,50s,Batting,1.071428571
2016,Sunrisers Hyderabad,50s,Batting,0.882352941
2015,Sunrisers Hyderabad,50s,Batting,0.928571429
2014,Sunrisers Hyderabad,50s,Batting,0.785714286
2019,Sunrisers Hyderabad,4s,Batting,13.06666667
2018,Sunrisers Hyderabad,4s,Batting,14.05882353
2017,Sunrisers Hyderabad,4s,Batting,15.71428571
2016,Sunrisers Hyderabad,4s,Batting,13.52941176
2015,Sunrisers Hyderabad,4s,Batting,13.21428571
2014,Sunrisers Hyderabad,4s,Batting,11.92857143
2019,Sunrisers Hyderabad,6s,Batting,5.4
2018,Sunrisers Hyderabad,6s,Batting,5.176470588
2017,Sunrisers Hyderabad,6s,Batting,4.928571429
2016,Sunrisers Hyderabad,6s,Batting,5.235294118
2015,Sunrisers Hyderabad,6s,Batting,5.642857143
2014,Sunrisers Hyderabad,6s,Batting,5.142857143
2019,Sunrisers Hyderabad,MatchesWon,Batting,6
2018,Sunrisers Hyderabad,MatchesWon,Batting,10
2017,Sunrisers Hyderabad,MatchesWon,Batting,9
2016,Sunrisers Hyderabad,MatchesWon,Batting,10
2015,Sunrisers Hyderabad,MatchesWon,Batting,7
2014,Sunrisers Hyderabad,MatchesWon,Batting,6
2013,Sunrisers Hyderabad,MatchesWon,Batting,10
2013,Sunrisers Hyderabad,100s,Batting,0
2013,Sunrisers Hyderabad,4s,Batting,11.47058824
2013,Sunrisers Hyderabad,6s,Batting,3.176470588
2013,Sunrisers Hyderabad,50s,Batting,0.411764706
2013,Sunrisers Hyderabad,RunsScored,Batting,126.3529412
2013,Sunrisers Hyderabad,BallsFaced,Batting,113.3529412
2013,Sunrisers Hyderabad,BowlingEconomy,Bowling,6.560781918
2013,Sunrisers Hyderabad,Matches,Batting,17
2013,Sunrisers Hyderabad,NotOuts,Batting,2.727272727
2013,Sunrisers Hyderabad,TotalWickets,Bowling,100
2013,Sunrisers Hyderabad,WicketsPerMatch,Bowling,5.882352941
2013,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.305436775
2013,Sunrisers Hyderabad,StrikeRate,Batting,113.69
